star,region,constellation,security_status,connections
Allebin,Essence,Arand,0.46,"['Parts', 'Atlulle', 'Haine', 'Perckhevin']"
Droselory,Essence,Arand,0.54,"['Vitrauze', 'Atlulle']"
Clorteler,Essence,Thoulde,0.52,['Ane']
Khabara,Kor-Azor,Jatari,0.34,"['Nebian', 'Jeni']"
Jeni,Kor-Azor,Jatari,0.33,"['Nebian', 'Khabara']"
Shaha,Kor-Azor,Finena,0.6,"['Kizama', 'Neesher', 'Misha']"
Neesher,Kor-Azor,Finena,0.52,"['Shaha', 'Misha', 'Perbhe']"
Nahol,Kor-Azor,Orus,0.55,"['Andrub', 'Tadadan', 'Tralasa', 'Latari']"
Gademam,Kor-Azor,Orus,0.39,"['Sakhti', 'Tadadan', 'Pananan']"
Atarli,Kor-Azor,Comadu,0.44,"['Shokal', 'Keproh', 'Zatamaka', 'Rannoze', 'Piri', 'Menai']"
Keproh,Kor-Azor,Comadu,0.45,"['Shokal', 'Atarli', 'Zatamaka']"
Zatamaka,Kor-Azor,Comadu,0.41,"['Shokal', 'Atarli', 'Keproh', 'Piri']"
Vecamia,Genesis,Nazdirer,0.44,"['Cleyd', 'Tarta']"
Atreen,Genesis,Nazdirer,0.46,"['Cleyd', 'Nardiarang']"
Apanake,Genesis,Ekrin,0.49,"['Avyuh', 'Sheroo']"
Sheroo,Genesis,Ekrin,0.6,"['Avyuh', 'Apanake', 'Sosh']"
Zoohen,Genesis,Mih,0.47,"['Tarta', 'Serren', 'Nasreri']"
Pashanai,Genesis,Ubar,0.46,"['Manatirid', 'Pamah', 'Leran', 'Beke']"
Noranim,Genesis,Meli,0.34,"['Nebian', 'Chej', 'Menai']"
Nasreri,Genesis,Fabas,0.53,"['Zoohen', 'Girani-Fa', 'Heorah', 'Bania']"
Ekuenbiron,Verge Vendor,Obray,0.79,"['Luse', 'Raneilles']"
Raneilles,Verge Vendor,Obray,0.55,"['Ekuenbiron', 'Vay', 'Hevrice']"
Chesiette,Verge Vendor,Ancbeu,0.57,"['Annelle', 'Reblier']"
Akhwa,Kador,Trigentia,0.88,['Inis-Ilix']
Annad,Kor-Azor,Nimedaz,0.82,['Jinkah']
Trossere,Sinq Laison,Ambrye,0.91,['Vittenyn']
Clellinon,Verge Vendor,Obray,0.85,['Luse']
Nirbhi,Derelik,San Matar,0.88,"['Zaid', 'Yuzier', 'Nikh', 'Tidacha']"
Maspah,Derelik,Mossas,0.8,"['Akpivem', 'Juddi', 'Ibaria', 'Shala', 'Zemalu']"
Asghatil,Derelik,Oraron,0.79,"['Akpivem', 'Jarizza', 'Sucha']"
Arnola,Derelik,Joas,0.46,"['Kasrasi', 'Astabih', 'Uanzin']"
Uanzin,Derelik,Joas,0.43,"['Akhrad', 'Arnola', 'Khabi']"
MC6O-F,Vale of the Silent,U29-0S,-0.28,"['NCGR-Q', 'HE-V4V', '8TPX-N']"
05R-7A,Vale of the Silent,BUG6-X,-0.4,"['N-HSK0', 'FS-RFL', 'X97D-W']"
7-UH4Z,Vale of the Silent,BUG6-X,-0.36,"['N-HSK0', '5ZO-NZ', 'Y0-BVN', 'X97D-W']"
FS-RFL,Vale of the Silent,BUG6-X,-0.37,"['N-HSK0', '05R-7A']"
MY-T2P,Vale of the Silent,DMXN-3,-0.38,"['3HX-DL', 'NFM-0V', 'GEKJ-9', 'XV-8JQ']"
WBR5-R,Vale of the Silent,I89-EP,-0.52,"['4GYV-Q', '8TPX-N', 'PM-DWE', 'TVN-FM']"
0J3L-V,Vale of the Silent,5YHF-H,-0.79,"['Z-8Q65', 'WH-JCA']"
0-YMBJ,Tribute,X-VN63,-0.16,"['UMI-KK', 'KQK1-2']"
TRKN-L,Tribute,52-JKU,-0.68,"['SH1-6P', 'O-0ERG']"
O-0ERG,Tribute,52-JKU,-0.73,"['SH1-6P', 'TRKN-L', 'WH-JCA']"
Q-CAB2,Tribute,52-JKU,-0.78,"['WH-JCA', '3A1P-N']"
DL1C-E,Tribute,GORV-P,-0.13,"['UMI-KK', 'YLS8-J', '2ISU-Y']"
GIH-ZG,Tribute,03C-SU,-0.24,"['S8-NSQ', 'V7-FB4', 'XD-TOV', 'L-VXTK']"
W6VP-Y,Tribute,W-XBGF,-0.78,"['WH-JCA', 'IMK-K1']"
7Q-8Z2,Great Wildlands,Q-PVMK,-0.3,"['Khabi', '8YC-AN', 'SUR-F7']"
Y-W1Q3,Venal,1G-8KY,-0.16,"['UMI-KK', 'Y6-HPG']"
Gyerzen,Tash-Murkon,Mise,0.44,['Dabrid']
Chamume,Tash-Murkon,Emsek,0.29,['Gemodi']
Shousran,Tash-Murkon,Emsek,0.55,"['Nuzair', 'Pera', 'Yong', 'Nomash']"
Yong,Tash-Murkon,Emsek,0.29,"['Gemodi', 'Shousran', 'Biphi']"
Tirbam,Tash-Murkon,Sukanan,0.16,['Nasesharafa']
Mimime,Tash-Murkon,Damadil,0.85,"['Hostni', 'Perdan', 'Gousoviba']"
Kibursha,Tash-Murkon,Damadil,0.76,"['Hostni', 'Moutid']"
Sharios,Tash-Murkon,Peges,0.66,"['Hath', 'Ahteer']"
Arakor,Tash-Murkon,Peges,0.69,['Judra']
Kari,Tash-Murkon,Peges,0.57,"['Esa', 'Y-MPWL']"
MI6O-6,Pure Blind,YS-GOP,-0.13,['O-N8XZ']
L-TS8S,Pure Blind,YS-GOP,-0.21,"['X-7OMU', 'O-N8XZ', 'R6XN-9']"
M-YCD4,Pure Blind,LY-FY6,-0.18,"['XQ-PXU', 'Q-5211', 'R-2R0G']"
Q-5211,Pure Blind,LY-FY6,-0.14,"['M-YCD4', 'R-2R0G', 'CR-AQH']"
CR-AQH,Pure Blind,LY-FY6,-0.28,"['XQ-PXU', 'Q-5211', 'R-2R0G']"
RQH-MY,Pure Blind,S4GH-I,-0.03,"['MQ-NPY', 'D2-HOS', 'Mantenault']"
Eytjangard,Metropolis,Eugidi,0.36,"['Uisper', 'Aset', 'Isbrabata', 'Avenod']"
Turnur,Metropolis,Eugidi,0.39,"['Uisper', 'Aset', 'Isbrabata']"
Isbrabata,Metropolis,Eugidi,0.36,"['Aset', 'Eytjangard', 'Turnur', 'Vimeini', 'Kurniainen']"
Vimeini,Metropolis,Eugidi,0.35,"['Aset', 'Isbrabata']"
Armala,Domain,Yestadan,0.78,"['Gaha', 'Murema', 'Ilonarav', 'Uchat', 'Andabiar']"
Cailanar,Domain,Yestadan,0.68,['Murema']
Ilonarav,Domain,Yestadan,0.75,"['Armala', 'Nadohman', 'Sahdil', 'Esteban', 'Ebo']"
Raren,Domain,Mazake,0.51,"['Pelkia', 'Noli']"
Mazitah,Domain,Mazake,0.47,"['Pelkia', 'Hiramu', 'Sakhti', 'Hutian']"
Nomash,Domain,Mazake,0.4,"['Shousran', 'Sakhti']"
Harva,Domain,Kekah,0.8,['Charra']
Bourar,Domain,Armi,0.38,"['Sobenah', 'Rimbah']"
Arodan,Domain,Armi,0.32,"['Rammi', 'Rimbah']"
Sadye,Domain,Nashar,0.6,"['Nifshed', 'Bika', 'Arshat', 'Jerma']"
Sahdil,Domain,Kehina,0.71,"['Ilonarav', 'Nadohman', 'Esteban', 'Luromooh']"
Esteban,Domain,Kehina,0.55,"['Ilonarav', 'Sahdil', 'Luromooh', 'Ebo']"
Nalu,Domain,Kehina,0.58,['Luromooh']
Azizora,Domain,Avib,0.62,"['Luromooh', 'Hadonoo', 'Shabura']"
Shabura,Domain,Avib,0.67,"['Luromooh', 'Azizora', 'Adia']"
Hrokkur,Molden Heath,Tartatven,0.3,"['Heild', 'Hrober']"
Aedald,Molden Heath,Tartatven,0.25,"['Heild', 'Muttokon', 'Audesder']"
Audesder,Molden Heath,Tartatven,0.26,"['Kenobanala', 'Aedald']"
Illamur,Molden Heath,Besateoden,0.28,"['Atlar', 'Horaka', 'Meildolf']"
Meildolf,Molden Heath,Besateoden,0.28,"['Illamur', 'Orien', 'Ennur']"
Istodard,Molden Heath,Almur,0.29,"['Oddelulf', 'Gonheim', 'Half', 'Altbrard']"
Skarkon,Molden Heath,Eoldulf,0.05,"['Mimiror', 'Ennur']"
MR4-MY,Geminate,N-K4Q0,-0.2,"['H-5GUI', 'SR-KBB', 'FDZ4-A']"
NBPH-N,Geminate,UBPU-9,-0.07,"['D0-F4W', 'YN3-E3', 'L-HV5C', 'L4X-FH', 'UBX-CC']"
SV-K8J,Geminate,8K-CHA,-0.35,['39-DGG']
6RQ9-A,Geminate,8K-CHA,-0.4,"['39-DGG', 'K42-IE', '3USX-F']"
NQ-9IH,Geminate,ZYL-FT,-0.21,"['SR-KBB', 'KR-V6G', 'AP9-LV']"
G-73MR,Geminate,F-ZNNG,-0.03,"['TJM-JJ', 'E-91FV', 'AD-5B8', '54-MF6']"
AD-5B8,Geminate,F-ZNNG,-0.03,"['UBX-CC', 'G-73MR', '54-MF6', 'Eurgrana']"
QP0K-B,Geminate,F-ZNNG,-0.03,"['1W-0KS', 'TJM-JJ', 'E-91FV']"
Tongofur,Heimatar,Wiedadur,0.58,"['Gerek', 'Ebodold']"
Gerbold,Heimatar,Wiedadur,0.82,"['Gerek', 'Offugen']"
Ebasgerdur,Heimatar,Wiedadur,0.77,"['Gerek', 'Rokofur']"
Roniko,Heimatar,Akimamur,0.59,"['Offugen', 'Aralgrund', 'Hrondedir']"
Bogelek,Heimatar,Akimamur,0.37,"['Aralgrund', 'Katugumur']"
Auren,Heimatar,Evannater,0.42,"['Eddar', 'Gusandall']"
Hrondedir,Heimatar,Benurad,0.32,"['Roniko', 'Gusandall', 'Sotrenzur', 'Hrondmund']"
Sotrenzur,Heimatar,Benurad,0.28,"['Gusandall', 'Ingunn', 'Hrondedir', 'Katugumur']"
Ardene,Sinq Laison,Spaen,0.55,"['Boillair', 'Ney', 'Adrallezoen', 'Ardallabier']"
Pulin,Sinq Laison,Firille,0.54,"['Foves', 'Misneden', 'Basgerin', 'Chelien', 'Jaschercis']"
Foves,Sinq Laison,Firille,0.63,"['Pulin', 'Alles', 'Chelien']"
Chelien,Sinq Laison,Firille,0.69,"['Pulin', 'Foves', 'Alles', 'Mirilene']"
Inghenges,Sinq Laison,Jonenor,0.72,"['Dunraelare', 'Estene', 'Stayme']"
Estene,Sinq Laison,Jonenor,0.77,"['Dunraelare', 'Inghenges']"
Stayme,Sinq Laison,Jonenor,0.58,"['Dunraelare', 'Inghenges']"
Jel,Sinq Laison,Stion,0.61,"['Egghelende', 'Ation', 'Ardallabier']"
Odette,Sinq Laison,Stion,0.48,"['Egghelende', 'Stegette']"
Ation,Sinq Laison,Stion,0.58,"['Jel', 'Egghelende']"
Aliette,Sinq Laison,Stion,0.37,"['Egghelende', 'Stegette']"
Brapelille,Sinq Laison,Wyllequet,0.67,"['Bawilan', 'Brybier', 'Adrallezoen', 'Fricoure', 'Caretyn', 'Ardallabier']"
Assiettes,Sinq Laison,Nadire,0.64,"['Dunraelare', 'Goinard']"
Allipes,Sinq Laison,Nadire,0.16,"['Goinard', 'Aetree']"
Lermireve,Sinq Laison,Nadire,0.27,"['Raeghoscon', 'Angatalie', 'Palmon']"
Arzad,Devoid,Semou,0.22,"['Sifilar', 'Ezzara', 'Tararan']"
Eredan,Devoid,Kisana,0.7,"['Lisudeh', 'Mehatoor']"
Labapi,Devoid,Jayai,0.38,"['Roushzar', 'Arayar', 'Asghed']"
Sosan,Devoid,Jayai,0.34,"['Asghed', 'Tararan', 'Oyonata']"
Uadelah,Devoid,Daredan,0.83,"['Esescama', 'Laddiaha', 'Akes', 'Hati']"
Akes,Devoid,Daredan,0.81,"['Uadelah', 'Hati']"
Riavayed,Devoid,Daredan,0.65,"['Nakatre', 'Hakshma', 'Hati']"
Mya,Everyshore,Chasnaye,0.37,"['Torvi', 'Gerper']"
Vaurent,Everyshore,Ysiette,0.58,"['Mosson', 'Marosier', 'Jaschercis', 'Atlanins']"
Aclan,Everyshore,Ysiette,0.51,['Jaschercis']
Alachene,Everyshore,Giatole,0.34,"['Atlanins', 'Uphene']"
Elarel,Everyshore,Giatole,0.39,"['Atlanins', 'Bille', 'Groothese']"
Laic,Everyshore,Elalan,0.79,"['Enedore', 'Antollare']"
Antollare,Everyshore,Elalan,0.69,"['Enedore', 'Angymonne', 'Laic', 'Avele']"
Lamaa,The Bleak Lands,Sasen,0.36,"['Tzvi', 'Kourmonen', 'Kamela']"
Kamela,The Bleak Lands,Sasen,0.44,"['Choonka', 'Ohide', 'Lamaa', 'Tuomuta', 'Kourmonen', 'Sosala']"
Anka,The Bleak Lands,Vaarma,0.41,"['Sosala', 'Iesa', 'Gammel', 'Tannakan']"
Iesa,The Bleak Lands,Vaarma,0.41,"['Anka', 'Netsalakka', 'Uusanen']"
Gammel,The Bleak Lands,Vaarma,0.47,"['Sosala', 'Anka', 'Ronne']"
Uusanen,The Bleak Lands,Vaarma,0.4,"['Sosala', 'Iesa', 'Erkinen']"
Saikamon,The Bleak Lands,Vaarma,0.41,"['Myyhera', 'Sahtogas']"
Jarkkolen,The Bleak Lands,Ichida,0.82,"['Hati', 'Ronne', 'Junsen']"
X-BV98,Syndicate,Z-6NQ6,-0.04,"['Poitot', 'FD-MLJ']"
X-M2LR,Syndicate,Z-6NQ6,-0.13,"['FD-MLJ', 'K5-JRD', 'BMNV-P']"
Libold,Metropolis,Aptetter,0.56,['Erstur']
Erstet,Metropolis,Ergruk,0.45,"['Nein', 'Anstard']"
Ogoten,Metropolis,Frar,0.71,"['Tollus', 'Aderkan']"
Earled,Metropolis,Frar,0.8,['Tollus']
Ansher,Metropolis,Frar,0.88,['Hebisa']
Eurgrana,Metropolis,Rollera,0.42,"['AD-5B8', 'Aldik']"
Hroduko,Metropolis,Hulf,0.71,"['Frulegur', 'Hodrold', 'Erindur']"
Unefsih,Domain,Kashag,0.39,"['Valmu', 'Kheram']"
Sibot,Domain,Kashag,0.17,"['Kheram', 'Bittanshal']"
Namaili,Domain,Qeti,0.38,"['Raravath', 'Erzoh']"
Erzoh,Domain,Qeti,0.48,"['Raravath', 'Namaili']"
Zanka,Domain,Mofa,0.38,['Hayumtom']
Hamse,Domain,Maseend,0.86,"['Maiah', 'Lashkai', 'Zhilshinou', 'Jaswelu']"
Lashkai,Domain,Maseend,0.92,"['Maiah', 'Hamse', 'Zhilshinou', 'Jaswelu']"
Jaswelu,Domain,Maseend,0.84,"['Maiah', 'Hamse', 'Lashkai', 'Ana']"
Warouh,Domain,Nakid,0.53,"['Murema', 'Jambu', 'Bittanshal', 'Arton']"
Madimal,Domain,Nakid,0.65,"['Patzcha', 'Galeh', 'Jambu']"
Intaki,Placid,Viriette,0.15,"['Agoze', 'Brarel', 'Vey']"
Annancale,Placid,Viriette,0.09,"['Agoze', 'Brarel']"
Harroule,Placid,Viriette,0.09,"['MHC-R3', 'Ostingele']"
Iges,Placid,Fislipesnes,0.35,"['Covryn', 'Dastryns', 'Slays', 'Uphallant']"
Uphallant,Placid,Fislipesnes,0.21,"['Iges', 'Dastryns']"
Alperaute,Placid,Alselbosier,0.23,"['Ostingele', 'Aunsou']"
Cumemare,Placid,Alselbosier,0.12,"['Covryn', 'Aunsou']"
Pelille,Placid,Josmaert,0.21,"['Ostingele', 'Dour', 'Grispire']"
Dour,Placid,Josmaert,0.38,"['Pelille', 'Vivanier']"
Brellystier,Placid,Josmaert,0.5,"['Grispire', 'Vivanier']"
Ivorider,Placid,Unour,0.73,"['Osmallanais', 'Mollin', 'Iffrue']"
Iffrue,Placid,Unour,0.73,"['Osmallanais', 'Ivorider', 'Mollin', 'Vilinnon', 'Ommaerrer']"
Chardalane,Placid,Beyt,0.37,['Adacyne']
Ruerrotta,Placid,Mallugier,0.31,"['Gallusiene', 'Hedoubel', 'Amoen']"
Amoen,Placid,Mallugier,0.28,"['Slays', 'Ruerrotta', 'Amasiree']"
Alparena,Placid,Serthoulde,0.15,"['Maut', 'Reschard']"
Mercomesier,Placid,Serthoulde,0.12,"['Reschard', 'Athounon']"
Geztic,Khanid,Finaka,0.73,"['Osis', 'Hishai']"
Moniyyuku,Khanid,Amdimmah,0.57,"['Reteka', 'Edani', 'Kulu']"
DY-F70,Cloud Ring,Yrton,-0.01,"['B-DBYQ', 'FD53-H']"
O-IVNH,Cloud Ring,Balenne,0,['1-NW2G']
OU-X3P,Cloud Ring,Tinnimerci,-0.06,"['YI-8ZM', 'Q-UA3C']"
8R-RTB,Cloud Ring,Tinnimerci,-0.03,"['YI-8ZM', 'Q-UA3C', 'PPG-XC']"
Zimmem,Kador,Heti,0.49,"['Bordan', 'Mandoo']"
Zimse,Kador,Araz,0.51,"['Nidupad', 'Koona', 'Munory']"
Koona,Kador,Araz,0.52,"['Zimse', 'Munory']"
Kasi,Kador,Ahrnot,0.82,"['Hilmar', 'Shura', 'Hikansog', 'Shemah']"
Shura,Kador,Ahrnot,0.83,"['Hilmar', 'Kasi']"
Mod,Kador,Pezarba,0.32,"['Amod', 'Menri', 'Omam', 'Bersyrim']"
Sechmaren,Kador,Pezarba,0.35,"['Omam', 'Zinoo', 'Hiremir']"
Atlulle,Essence,Arand,0.4,"['Allebin', 'Droselory', 'Isenan']"
Haine,Essence,Arand,0.44,"['Allebin', 'Perckhevin']"
Perckhevin,Essence,Arand,0.53,"['Allebin', 'Haine']"
Kizama,Kor-Azor,Finena,0.67,"['Nare', 'Shaha']"
Perbhe,Kor-Azor,Finena,0.35,"['Neesher', 'Oguser']"
Tadadan,Kor-Azor,Orus,0.45,"['Nahol', 'Gademam']"
Tralasa,Kor-Azor,Orus,0.56,"['Nahol', 'Latari']"
Latari,Kor-Azor,Orus,0.56,"['Nahol', 'Tralasa']"
Piri,Kor-Azor,Comadu,0.46,"['Atarli', 'Zatamaka', 'Enal']"
Nardiarang,Genesis,Ashela,0.43,"['Atreen', 'Ziasad']"
Sosh,Genesis,Ekrin,0.52,"['Zarer', 'Sheroo', 'Sigga']"
Serren,Genesis,Mih,0.46,"['Zoohen', 'Hadji', 'Assez']"
Pamah,Genesis,Ubar,0.5,"['Pashanai', 'Leran', 'Malma']"
Leran,Genesis,Ubar,0.42,"['Pashanai', 'Pamah']"
Beke,Genesis,Ubar,0.35,"['Pashanai', 'Ebasez']"
Chej,Genesis,Meli,0.28,"['Noranim', 'Aring', 'Gayar']"
Menai,Genesis,Meli,0.34,"['Atarli', 'Noranim']"
Heorah,Genesis,Fabas,0.54,"['Nasreri', 'Ebasez', 'Agal', 'Doza']"
Bania,Genesis,Fabas,0.48,"['Nasreri', 'Ebasez']"
Reblier,Verge Vendor,Ancbeu,0.4,"['6-CZ49', 'Chesiette']"
Zaid,Derelik,San Matar,0.86,"['Nirbhi', 'Fovihi']"
Kasrasi,Derelik,Kalangin,0.57,"['Fovihi', 'Ordize', 'Lachailes', 'Arnola']"
Juddi,Derelik,Mossas,0.65,"['Maspah', 'Ibaria', 'Khankenirdia', 'Berta']"
Ibaria,Derelik,Mossas,0.73,"['Juddi', 'Maspah']"
Shala,Derelik,Mossas,0.72,"['Maspah', 'Zemalu']"
Zemalu,Derelik,Mossas,0.73,"['Maspah', 'Shala']"
Nikh,Derelik,Mekashtad,0.77,"['Nirbhi', 'Amphar', 'Agha', 'Usroh']"
Akhrad,Derelik,Mekashtad,0.36,"['Janus', 'Iosantin', 'Sharir', 'Uanzin']"
Tidacha,Derelik,Orshed,0.82,"['Nirbhi', 'Odlib', 'Milu']"
Jarizza,Derelik,Oraron,0.77,"['Ejahi', 'Asghatil', 'Bar']"
Sucha,Derelik,Oraron,0.66,"['Asghatil', 'Bar']"
NCGR-Q,Vale of the Silent,U29-0S,-0.26,"['MC6O-F', 'U54-1L', 'HE-V4V', '669-IX']"
HE-V4V,Vale of the Silent,U29-0S,-0.21,"['LZ-6SU', 'MC6O-F', 'NCGR-Q']"
5ZO-NZ,Vale of the Silent,BUG6-X,-0.3,['7-UH4Z']
Y0-BVN,Vale of the Silent,BUG6-X,-0.44,['7-UH4Z']
X97D-W,Vale of the Silent,BUG6-X,-0.43,"['05R-7A', '7-UH4Z']"
H-5GUI,Vale of the Silent,OSJ7-I,-0.14,"['7-K5EL', 'FH-TTC', 'Q-EHMJ', 'MR4-MY']"
3HX-DL,Vale of the Silent,DMXN-3,-0.42,"['MY-T2P', 'FA-DMO', 'Q-R3GP']"
GEKJ-9,Vale of the Silent,DMXN-3,-0.39,['MY-T2P']
XV-8JQ,Vale of the Silent,DMXN-3,-0.39,['MY-T2P']
TVN-FM,Vale of the Silent,5YHF-H,-0.65,"['WBR5-R', 'T-GCGL', '0MV-4W', 'AZBR-2']"
Z-8Q65,Vale of the Silent,5YHF-H,-0.77,"['AZBR-2', '0J3L-V']"
1W-0KS,Vale of the Silent,A3-T8B,-0.1,"['IT-YAU', 'QP0K-B']"
YLS8-J,Tribute,GORV-P,-0.11,"['DL1C-E', 'X-CFN6', 'OY-UZ1']"
2ISU-Y,Tribute,GORV-P,-0.13,['DL1C-E']
V7-FB4,Tribute,03C-SU,-0.25,"['GIH-ZG', 'XD-TOV']"
XD-TOV,Tribute,03C-SU,-0.27,"['GIH-ZG', 'V7-FB4', 'K-6SNI', 'L-VXTK']"
L-VXTK,Tribute,03C-SU,-0.27,"['GIH-ZG', 'XD-TOV', 'K-6SNI', 'C8VC-S']"
IMK-K1,Tribute,W-XBGF,-0.78,"['W6VP-Y', 'NJ4X-S']"
8YC-AN,Great Wildlands,Q-PVMK,-0.15,"['E02-IK', '7Q-8Z2', 'SUR-F7']"
SUR-F7,Great Wildlands,Q-PVMK,-0.44,"['8YC-AN', '7Q-8Z2', 'OK-6XN', 'Q2FL-T']"
Y6-HPG,Venal,1G-8KY,-0.11,"['Y-W1Q3', 'Z-GY5S', 'KK-L97']"
3A1P-N,Venal,N32Z-Z,-0.88,"['Q-CAB2', 'N6G-H3']"
Perdan,Tash-Murkon,Damadil,0.86,['Mimime']
Ahteer,Tash-Murkon,Peges,0.7,['Sharios']
KQK1-2,Pure Blind,MDM8-J,-0.16,"['0-YMBJ', 'O-BY0Y', 'X47L-Q']"
X-7OMU,Pure Blind,38G6-L,-0.14,"['J-CIJV', 'CXN1-Z', 'KLY-C0', 'L-TS8S', 'R6XN-9', 'B8EN-S']"
XQ-PXU,Pure Blind,LY-FY6,-0.15,"['WW-KGD', 'M-YCD4', 'CR-AQH']"
R6XN-9,Pure Blind,G8-D09,-0.18,"['X-7OMU', 'L-TS8S', 'JE-D5U', '3V8-LJ']"
MQ-NPY,Pure Blind,S4GH-I,-0.03,"['RZC-16', 'D2-HOS', 'TFA0-U', 'RQH-MY']"
D2-HOS,Pure Blind,S4GH-I,-0.03,"['MQ-NPY', 'Y2-6EA', 'RQH-MY', 'HPS5-C']"
Gaha,Domain,Yestadan,0.74,"['Armala', 'Uchat']"
Uchat,Domain,Yestadan,0.66,"['Gaha', 'Armala']"
Hiramu,Domain,Mazake,0.49,['Mazitah']
Hutian,Domain,Mazake,0.54,['Mazitah']
Noli,Domain,Mazake,0.55,"['Raren', 'Bika']"
Rimbah,Domain,Armi,0.32,"['Bourar', 'Arodan']"
Bika,Domain,Nashar,0.46,"['Noli', 'Sadye', 'Jerma', 'Miyeli', 'Reyi']"
Arshat,Domain,Nashar,0.58,"['Sadye', 'Jerma']"
Jerma,Domain,Nashar,0.48,"['Sadye', 'Bika', 'Arshat']"
Adia,Domain,Avib,0.67,['Shabura']
Ebo,Domain,Liela,0.52,"['Ilonarav', 'Esteban', 'Avair', 'Rayl', 'Porsharrah']"
Hrober,Molden Heath,Tartatven,0.31,['Hrokkur']
Muttokon,Molden Heath,Tartatven,0.21,"['Aedald', 'Egbinger']"
Horaka,Molden Heath,Besateoden,0.62,"['Illamur', 'Eldulf', 'Orien', 'Varigne']"
Orien,Molden Heath,Besateoden,0.8,"['Horaka', 'Meildolf', 'Fegomenko']"
Gonheim,Molden Heath,Almur,0.28,"['Istodard', 'Half', 'Hedaleolfarber']"
Half,Molden Heath,Almur,0.24,"['Istodard', 'Gonheim', 'Sakulda']"
Altbrard,Molden Heath,Almur,0.35,['Istodard']
Mimiror,Molden Heath,Eoldulf,0.2,"['Fegomenko', 'Osvetur', 'Skarkon']"
FDZ4-A,Geminate,N-K4Q0,-0.23,"['MR4-MY', 'Roua', 'M-MD31']"
D0-F4W,Geminate,UBPU-9,-0.05,"['WH-2EZ', 'YN3-E3', 'NBPH-N', 'L-HV5C']"
YN3-E3,Geminate,UBPU-9,-0.07,"['D0-F4W', 'NBPH-N', 'L-HV5C', 'LR-2XT']"
L-HV5C,Geminate,UBPU-9,-0.05,"['WH-2EZ', 'D0-F4W', 'YN3-E3', 'NBPH-N']"
L4X-FH,Geminate,UBPU-9,-0.08,"['NBPH-N', 'B6-52M']"
K42-IE,Geminate,8K-CHA,-0.45,"['6RQ9-A', 'VSJ-PP', '3USX-F']"
3USX-F,Geminate,8K-CHA,-0.34,"['6RQ9-A', 'K42-IE', 'VSJ-PP', '9-KWXC']"
KR-V6G,Geminate,ZYL-FT,-0.2,"['NQ-9IH', '0-GZX9']"
AP9-LV,Geminate,ZYL-FT,-0.25,"['NQ-9IH', '0-GZX9', '4NGK-F']"
E-91FV,Geminate,F-ZNNG,-0.02,"['G-73MR', 'QP0K-B', '54-MF6']"
54-MF6,Geminate,F-ZNNG,-0.02,"['G-73MR', 'E-91FV', 'AD-5B8']"
Ebodold,Heimatar,Wiedadur,0.44,['Tongofur']
Offugen,Heimatar,Akimamur,0.65,"['Gerbold', 'Roniko', 'Eddar']"
Eddar,Heimatar,Akimamur,0.59,"['Offugen', 'Auren', 'Trer']"
Hrondmund,Heimatar,Benurad,0.36,"['Hrondedir', 'Bundindus']"
Katugumur,Heimatar,Benurad,0.17,"['Bogelek', 'Sotrenzur']"
Boillair,Sinq Laison,Spaen,0.52,"['Ardene', 'Ney']"
Ney,Sinq Laison,Spaen,0.46,"['Ardene', 'Boillair', 'Fasse', 'Ala']"
Misneden,Sinq Laison,Firille,0.55,['Pulin']
Basgerin,Sinq Laison,Firille,0.38,['Pulin']
Stegette,Sinq Laison,Stion,0.45,"['Fasse', 'Odette', 'Ravarin', 'Aliette']"
Bawilan,Sinq Laison,Wyllequet,0.54,"['Brapelille', 'Atier', 'Archee']"
Brybier,Sinq Laison,Wyllequet,0.58,['Brapelille']
Adrallezoen,Sinq Laison,Wyllequet,0.48,"['Ardene', 'Brapelille', 'Archee']"
Goinard,Sinq Laison,Nadire,0.34,"['Assiettes', 'Raeghoscon', 'Allipes']"
Raeghoscon,Sinq Laison,Nadire,0.37,"['Goinard', 'Lermireve']"
Tzvi,Devoid,Semou,0.28,"['Raa', 'Sifilar', 'Oyeman', 'Lamaa']"
Sifilar,Devoid,Semou,0.26,"['Tzvi', 'Raa', 'Arzad', 'Oyeman']"
Esescama,Devoid,Ryra,0.61,"['Odin', 'Choonka', 'Dital', 'Uadelah']"
Choonka,Devoid,Ryra,0.65,"['Esescama', 'Thasinaz', 'Dihra', 'Dital', 'Kamela']"
Ohide,Devoid,Kisana,0.57,"['Odin', 'Sasoutikh', 'Kamela']"
Mehatoor,Devoid,Kisana,0.66,"['Raa', 'Eredan', 'Gheth']"
Nakatre,Devoid,Daredan,0.58,"['Mendori', 'Laddiaha', 'Hakshma', 'Riavayed']"
Laddiaha,Devoid,Daredan,0.72,"['Nakatre', 'Uadelah', 'Naeel', 'Lower Debyl', 'Upper Debyl']"
Hakshma,Devoid,Daredan,0.56,"['Nakatre', 'Riavayed', 'Shastal']"
Gerper,Everyshore,Chasnaye,0.35,['Mya']
Groothese,Everyshore,Marele,0.27,"['Elarel', 'Olide']"
Angatalie,Everyshore,Marele,0.16,"['Lermireve', 'Mannar']"
Erkinen,The Bleak Lands,Vaarma,0.59,"['Uusanen', 'Komaa']"
Ronne,The Bleak Lands,Ichida,0.72,"['Gammel', 'Jarkkolen', 'Hatori', 'Hakodan']"
